Support / Oppose,Candidate,Amount,Name,Purchase,Office,Date,Aggregate Amount
Support,"Chabot, Paul R Dr.",$86.87,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$164.05
Support,"Chabot, Paul R Dr.",$86.87,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$164.05
Oppose,"Burr, Richard",$83.30,Facebook,Internet Advertising,State,2016-10-13,"$5,877.52"
Oppose,"Heck, Joe",$83.30,Facebook,Internet Advertising,State,2016-10-13,"$5,127.08"
Oppose,"Mccain, John S",$83.30,Facebook,Internet Advertising,State,2016-10-13,"$4,793.74"
Oppose,"Portman, Rob",$83.30,Facebook,Internet Advertising,State,2016-10-13,"$8,045.91"
Oppose,"Toomey, Patrick Joseph",$83.30,Facebook,Internet Advertising,State,2016-10-13,"$5,877.52"
Support,"Clinton, Hillary Rodham",$82.60,Amazon.com,Ponchos,Presidential,2016-08-31,$82.60
Support,"Mcginty, Kathleen Alana",$82.58,Amazon.com,Ponchos,State,2016-08-31,$553.23
Oppose,"Masto, Catherine",$82.50,TWITTER INC.,MEDIA PLACEMENT - DIGITAL,State,2016-07-02,"$2,215,937.89"
Support,"Rubio, Marco",$80.55,Facebook,internet ads,State,2016-08-03,"$16,454.93"
Oppose,"Trump, Donald J.",$80.00,Facebook,Online Advertising,Presidential,2016-10-27,"$345,965.22"
Support,"Cruz, Ted",$79.43,Facebook,Web Advertising,Presidential,2015-10-02,"$119,945.02"
Oppose,"Ayotte, Kelly",$77.44,Facebook Inc.,Promotion of social media posts,State,2016-10-03,$77.44
Support,"Chabot, Paul R Dr.",$77.18,GOOGLE,ONLINE ADVERTISING,State,2016-10-24,$77.18
Oppose,"Masto, Catherine",$75.82,GOOGLE,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,215,937.89"
Support,"Clinton, Hillary Rodham",$75.00,Facebook,Online Advertising,Presidential,2016-11-03,"$551,630.37"
Support,"Clinton, Hillary Rodham",$72.00,Facebook,Online Advertising,Presidential,2016-11-03,"$551,702.37"
Oppose,"Trump, Donald J.",$72.00,Facebook,Online Advertising,Presidential,2016-10-24,"$339,763.83"
Support,"Clinton, Hillary Rodham",$70.67,Amazon.com,Ad Production,Presidential,2016-10-25,"$345,729.22"
Oppose,"Trump, Donald J.",$69.00,Facebook,Internet Advertising,Presidential,2016-09-20,"$46,712.34"
Oppose,"Bayh, Evan",$67.70,Facebook Inc.,Digital Web Ad Placement (Don't Buy It Tour),State,2016-08-16,"$28,766.52"
Support,"Teachout, Zephyr",$67.17,Facebook Inc.,Online Advertising Services,State,2016-11-01,"$17,146.13"
Support,"Cortez Masto, Catherine",$65.63,Facebook,Digital Ads,State,2016-10-18,"$472,423.21"
Support,"Rubio, Marco",$64.50,Facebook,internet ads,State,2016-08-21,"$21,738.42"
Support,"Clinton, Hillary Rodham",$63.00,Facebook,Internet Advertising,Presidential,2016-10-10,"$106,091.19"
Support,"Clinton, Hillary Rodham",$63.00,Facebook,Internet Advertising,Presidential,2016-10-10,"$106,091.19"
Support,"Clinton, Hillary Rodham",$63.00,Facebook,Internet Advertising,Presidential,2016-10-10,"$106,091.19"
Support,"Clinton, Hillary Rodham",$63.00,Facebook,Internet Advertising,Presidential,2016-10-10,"$106,218.19"
Support,"Clinton, Hillary Rodham",$63.00,Facebook,Internet Advertising,Presidential,2016-10-10,"$106,091.19"
Support,"Clinton, Hillary Rodham",$63.00,Facebook,Internet Advertising,Presidential,2016-10-10,"$106,091.19"
Support,"Clinton, Hillary Rodham",$63.00,Facebook,Internet Advertising,Presidential,2016-10-10,"$156,218.19"
Support,"Clinton, Hillary Rodham",$61.20,Facebook,Online Ad,Presidential,2016-10-28,"$434,956.52"
Support,"Clinton, Hillary Rodham",$61.20,Facebook,Online Ad,Presidential,2016-10-28,"$447,825.62"
Oppose,"Trump, Donald J.",$60.00,Facebook,Internet Advertising,Presidential,2016-08-01,$542.75
Support,"Cortez Masto, Catherine",$56.14,Facebook,Digital Ads,State,2016-10-19,"$472,480.01"
Oppose,"Trump, Donald J.",$56.00,Facebook,Internet Advertising,Presidential,2016-09-27,"$53,323.32"
Oppose,"Trump, Donald J.",$54.98,Facebook,Internet Advertising,Presidential,2016-10-07,"$76,321.45"
Oppose,"Trump, Donald J.",$54.98,Facebook,Internet Advertising,Presidential,2016-10-07,"$76,321.45"
Oppose,"Trump, Donald J.",$54.98,Facebook,Internet Advertising,Presidential,2016-10-07,"$76,321.45"
Oppose,"Trump, Donald J.",$54.98,Facebook,Internet Advertising,Presidential,2016-10-07,"$76,448.45"
Oppose,"Trump, Donald J.",$54.98,Facebook,Internet Advertising,Presidential,2016-10-07,"$126,448.45"
Support,"Clinton, Hillary Rodham",$52.00,Facebook,Online Advertising,Presidential,2016-11-01,"$467,323.62"
Oppose,"Trump, Donald J.",$52.00,Facebook,Internet Advertising,Presidential,2016-09-05,"$13,438.42"
Oppose,"Strickland, Ted",$51.28,GOOGLE,MEDIA PLACEMENT - DIGITAL,State,2016-04-21,"$3,683,695.61"
Support,"Hurd, William",$51.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-11-02,"$32,031.89"
Oppose,"Trump, Donald J.",$50.00,Facebook,Advertising for event,Presidential,2016-11-01,"$82,235.86"
Oppose,"Strickland, Ted",$50.00,GOOGLE,MEDIA PLACEMENT - DIGITAL,State,2016-04-19,"$3,683,695.61"
Oppose,"Trump, Donald J.",$50.00,Facebook,Internet Advertising,Presidential,2016-08-17,"$3,123.28"
Oppose,"Trump, Donald J.",$50.00,Facebook,Digital Advertising,Presidential,,"$364,912.65"
Support,"Jayapal, Pramila",$50.00,Facebook,Advertising - Pramila is an Inspiration,State,2016-10-27,"$5,884.16"
Support,"Clinton, Hillary Rodham",$49.14,Facebook,Internet Advertising,Presidential,2016-10-08,"$105,850.23"
Support,"Clinton, Hillary Rodham",$49.14,Facebook,Internet Advertising,Presidential,2016-10-08,"$105,850.23"
Support,"Clinton, Hillary Rodham",$49.14,Facebook,Internet Advertising,Presidential,2016-10-08,"$105,977.23"
Support,"Clinton, Hillary Rodham",$49.14,Facebook,Internet Advertising,Presidential,2016-10-08,"$155,977.23"
Support,"Cruz, Ted",$48.98,Facebook,Digital Media Production/Placement,Presidential,2016-01-14,"$6,969.60"
Oppose,"Trump, Donald J.",$48.14,Facebook,Internet Advertising,Presidential,2016-08-22,"$11,945.42"
Oppose,"Trump, Donald J.",$48.00,Facebook,Internet Advertising,Presidential,2016-09-24,"$47,784.32"
Oppose,"Trump, Donald J.",$47.96,Facebook,Internet Advertising,Presidential,2016-10-08,"$105,907.19"
Oppose,"Trump, Donald J.",$47.96,Facebook,Internet Advertising,Presidential,2016-10-08,"$106,034.19"
Oppose,"Trump, Donald J.",$47.96,Facebook,Internet Advertising,Presidential,2016-10-08,"$156,034.19"
Oppose,"Clinton, Hillary Rodham",$44.65,Facebook,Recruiting ads from 9/26,Presidential,2016-09-26,"$1,500.30"
Oppose,"Trump, Donald J.",$42.00,Facebook,Online Advertising,Presidential,2016-10-03,"$67,911.60"
Oppose,"Trump, Donald J.",$42.00,Facebook,Online Advertising,Presidential,2016-10-03,"$67,911.60"
Oppose,"Trump, Donald",$41.48,Amazon,Event materials,Presidential,2016-09-23,"$54,921.08"
Support,"Clinton, Hillary Rodham",$39.99,Amazon.com,2 Balck Toner For Kyocera,Presidential,2016-08-22,$407.97
Support,"Mcginty, Kathleen Alana",$39.99,Amazon.com,2 Balck Toner For Kyocera,Presidential,2016-08-22,$39.99
Oppose,"Trump, Donald J.",$39.00,Facebook,Internet Advertising,Presidential,2016-09-25,"$48,231.32"
Oppose,"Bayh, Evan",$38.70,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL,State,2016-10-08,"$1,066,881.00"
Support,"Clinton, Hillary Rodham",$38.50,Facebook,Internet Advertising,Presidential,2016-10-03,"$67,845.10"
Support,"Clinton, Hillary Rodham",$38.50,Facebook,Internet Advertising,Presidential,2016-10-03,"$67,845.10"
Support,"Clinton, Hillary Rodham",$38.50,Facebook,Internet Advertising,Presidential,2016-10-03,"$67,845.10"
Support,"Clinton, Hillary Rodham",$38.50,Facebook,Internet Advertising,Presidential,2016-10-03,"$67,845.10"
Support,"Clinton, Hillary Rodham",$38.50,Facebook,Internet Advertising,Presidential,2016-10-03,"$67,845.10"
Support,"Mcsally, Martha E. Ms.",$38.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-11-02,"$31,365.49"
Oppose,"Feingold, Russell",$37.94,TWITTER INC.,MEDIA PLACEMENT - DIGITAL,State,2016-05-27,"$2,378,459.82"
Oppose,"Strickland, Ted",$37.50,TWITTER INC.,MEDIA PLACEMENT - DIGITAL,State,2016-07-02,"$6,937,438.37"
Support,"Hidalgo, Juan M Jr",$36.46,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$198.24
Support,"Hidalgo, Juan M Jr",$36.46,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$198.24
Support,"Clinton, Hillary Rodham",$36.00,Facebook,Online Advertising,Presidential,2016-10-25,"$342,703.12"
Support,"Clinton, Hillary Rodham",$36.00,Facebook,Online Advertising,Presidential,2016-10-25,"$345,765.22"
Support,"Clinton, Hillary Rodham",$36.00,Facebook,Online Advertising,Presidential,2016-10-24,"$339,595.83"
Support,"Clinton, Hillary Rodham",$36.00,Facebook,Online Advertising,Presidential,2016-10-24,"$339,671.83"
Oppose,"Trump, Donald J.",$36.00,Facebook,Internet Advertising,Presidential,2016-09-26,"$48,267.32"
Oppose,"Trump, Donald J.",$36.00,Facebook,Internet Advertising,Presidential,2016-10-12,"$118,427.19"
Oppose,"Trump, Donald J.",$36.00,Facebook,Internet Advertising,Presidential,2016-10-12,"$118,427.19"
Oppose,"Trump, Donald J.",$36.00,Facebook,Internet Advertising,Presidential,2016-10-12,"$120,752.99"
Oppose,"Trump, Donald J.",$36.00,Facebook,Internet Advertising,Presidential,2016-10-12,"$118,427.19"
Oppose,"Trump, Donald J.",$36.00,Facebook,Internet Advertising,Presidential,2016-10-12,"$120,879.99"
Oppose,"Trump, Donald J.",$36.00,Facebook,Online Advertising,Presidential,2016-10-05,"$70,030.10"
Oppose,"Trump, Donald J.",$36.00,Facebook,Internet Advertising,Presidential,2016-10-12,"$118,427.19"
Oppose,"Trump, Donald J.",$36.00,Facebook,Online Advertising,Presidential,2016-10-05,"$120,030.10"
Oppose,"Trump, Donald J.",$36.00,Facebook,Internet Advertising,Presidential,2016-10-12,"$171,629.99"
Oppose,"Strickland, Ted",$35.98,GOOGLE,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$6,201,702.13"
Oppose,"Trump, Donald J.",$35.70,Facebook,Internet Advertising,Presidential,2016-10-14,"$146,817.33"
Oppose,"Trump, Donald J.",$35.70,Facebook,Internet Advertising,Presidential,2016-10-14,"$154,721.13"
Oppose,"Trump, Donald J.",$35.70,Facebook,Internet Advertising,Presidential,2016-10-14,"$154,556.88"
Oppose,"Trump, Donald J.",$35.70,Facebook,Internet Advertising,Presidential,2016-10-14,"$213,306.88"
Oppose,"Strickland, Ted",$35.07,GOOGLE,MEDIA PLACEMENT - DIGITAL,State,2016-07-05,"$6,937,438.37"
Support,"Clinton, Hillary Rodham",$35.00,Facebook,Online Advertising,Presidential,2016-11-02,"$473,996.42"
Support,"Kander, Jason",$34.35,Amazon,Canvass Equipment,State,2016-11-09,"$1,816.52"
Support,"Kander, Jason",$34.35,Amazon,Canvass Equipment,State,2016-11-09,$0.00
Support,"Murphy, Patrick",$33.86,Facebook,Digital Ads,State,2016-10-19,"$327,340.19"
Support,"Clinton, Hillary",$33.75,Amazon.com,Ticket Roll and Fire Tablet,Presidential,2016-10-06,$0.00
Support,"Cortez Masto, Catherine",$33.75,Amazon.com,Ticket Roll and Fire Tablet,State,2016-10-06,$0.00
Oppose,"Strickland, Ted",$32.90,TWITTER INC.,MEDIA PLACEMENT - DIGITAL,State,2016-04-15,"$3,683,695.61"
Support,"Cruz, Ted",$31.88,Facebook,Online Advertising,Presidential,2016-01-05,"$135,125.09"
Oppose,"Trump, Donald J.",$31.27,Facebook,Internet Advertising,Presidential,2016-09-28,"$63,378.59"
Oppose,"Trump, Donald J.",$31.27,Facebook,Internet Advertising,Presidential,2016-09-28,"$63,378.59"
Oppose,"Trump, Donald J.",$31.27,Facebook,Internet Advertising,Presidential,2016-09-28,"$63,378.59"
Oppose,"Trump, Donald J.",$31.27,Facebook,Internet Advertising,Presidential,2016-09-28,"$63,378.59"
Oppose,"Trump, Donald J.",$31.27,Facebook,Internet Advertising,Presidential,2016-09-28,"$63,378.59"
Oppose,"Bayh, Evan",$30.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL,State,2016-09-24,"$1,066,881.00"
Oppose,"Trump, Donald J.",$30.00,Facebook,Internet Advertising,Presidential,2016-07-29,$347.35
Oppose,"Trump, Donald J.",$30.00,Facebook,Internet Advertising,Presidential,2016-07-29,$476.35
Oppose,"Trump, Donald J.",$30.00,Facebook,Digital Advertising,Presidential,,"$343,368.05"
Oppose,"Trump, Donald J.",$30.00,Facebook,Digital Advertising - Estimate,Presidential,,"$343,368.05"
Support,"Clinton, Hillary Rodham",$30.00,Facebook Advertising,Estimated Cost:  Digital Advertising,Presidential,2016-04-15,$40.00
Oppose,"Trump, Donald J.",$29.69,Facebook,Internet Advertising,Presidential,2016-10-18,"$192,440.42"
Oppose,"Trump, Donald J.",$29.69,Facebook,Internet Advertising,Presidential,2016-10-18,"$192,440.42"
Oppose,"Strickland, Ted",$26.93,TWITTER INC.,MEDIA PLACEMENT - DIGITAL,State,2016-07-06,"$6,937,438.37"
Oppose,"Trump, Donald J.",$24.99,Facebook,Internet Advertising,Presidential,2016-08-12,$712.96
Support,"Clinton, Hillary Rodham",$24.00,Facebook,Online Advertising,Presidential,2016-10-24,"$339,635.83"
Oppose,"Trump, Donald J.",$24.00,Facebook,Internet Advertising,Presidential,2016-08-22,"$11,897.28"
Oppose,"Trump, Donald J.",$24.00,Facebook,Internet Advertising,Presidential,2016-09-27,"$53,347.32"
Support,"Mcsally, Martha E. Ms.",$23.49,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$23.49
Support,"Mcsally, Martha E. Ms.",$23.49,GOOGLE,ONLINE ADVERTISING,State,2016-10-25,$23.49
Oppose,"Trump, Donald",$23.44,Facebook Inc.,Digital Advertising - Estimate - TRUMP'S AMERICA ISN'T SAFE FOR WOMEN,Presidential,2016-09-09,"$10,537.17"
Support,"Cortez Masto, Catherine",$22.09,Facebook,Digital Ads,State,2016-10-19,"$472,732.50"
Oppose,"Rubio, Marco",$21.00,Facebook,Internet Advertising,State,2016-10-04,"$1,378.83"
Oppose,"Trump, Donald J.",$21.00,Facebook,Internet Advertising,Presidential,2016-10-04,"$68,890.60"
Oppose,"Trump, Donald J.",$21.00,Facebook,Internet Advertising,Presidential,2016-10-04,"$68,890.60"
Oppose,"Trump, Donald J.",$21.00,Facebook,Internet Advertising,Presidential,2016-10-04,"$68,890.60"
Oppose,"Trump, Donald J.",$21.00,Facebook,Internet Advertising,Presidential,2016-10-04,"$68,981.60"
Oppose,"Trump, Donald J.",$21.00,Facebook,Internet Advertising,Presidential,2016-10-04,"$68,981.60"
Oppose,"Clinton, Hillary Rodham",$20.36,"Facebook, Inc.",Ads,Presidential,2016-09-29,"$1,120.36"
Oppose,"Clinton, Hillary Rodham",$20.36,"Facebook, Inc.",Ads,Presidential,2016-09-29,"$1,120.36"
Support,"Cruz, Ted",$20.03,Facebook,Digital Media Production/Placement,Presidential,2016-01-22,"$164,720.66"
Support,"Carson, Benjamin",$19.50,Facebook Inc.,Digital ad buy,Presidential,2016-02-01,"$1,270.22"
Support,"Rubio, Marco",$19.14,Facebook,internet ads,State,2016-08-22,"$22,091.86"
Support,"Hidalgo, Juan M Jr",$19.00,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-11-02,$424.24
Support,"Murphy, Patrick",$18.51,Facebook,Digital Ads,State,2016-10-20,"$328,256.33"
Support,"Clinton, Hillary Rodham",$16.00,Facebook,Internet Advertising,Presidential,2016-09-23,"$47,736.32"
Support,"Clinton, Hillary Rodham",$15.00,Facebook,Online Advertising,Presidential,2016-11-01,"$472,961.42"
Oppose,"Strickland, Ted",$14.34,TWITTER INC.,MEDIA PLACEMENT - DIGITAL,State,2016-04-26,"$3,683,695.61"
Support,"Carroll, Morgan",$14.22,Facebook,Online Ads - Morgan Carroll Endorsement,State,2016-09-30,$29.85
Oppose,"Ayotte, Kelly A",$12.50,Facebook,Online Advertising,State,2016-10-05,$12.50
Oppose,"Trump, Donald J.",$12.50,Facebook,Online Advertising,Presidential,2016-10-05,"$69,903.10"
Oppose,"Trump, Donald J.",$12.50,Facebook,Online Advertising,Presidential,2016-10-05,"$69,903.10"
Oppose,"Trump, Donald J.",$12.50,Facebook,Online Advertising,Presidential,2016-10-05,"$69,903.10"
Oppose,"Trump, Donald J.",$12.50,Facebook,Online Advertising,Presidential,2016-10-05,"$69,994.10"
Oppose,"Trump, Donald J.",$12.50,Facebook,Online Advertising,Presidential,2016-10-05,"$119,994.10"
Oppose,"Ryan, Paul",$12.15,Facebook Inc.,Advertisement Ind. Exp,State,2016-07-31,"$1,212.15"
Support,"Masto, Catherine Cortez",$12.00,Facebook,Online Ad,State,2016-10-25,"$7,573.94"
Support,"Masto, Catherine Cortez",$12.00,Facebook,Online Ad,State,2016-10-25,"$7,573.94"
Support,"Mast, Brian",$11.30,"FACEBOOK, INC",ONLINE ADVERTISING,State,2016-10-24,$415.67
Oppose,"Strickland, Ted",$10.82,GOOGLE,MEDIA PLACEMENT - DIGITAL,State,2016-06-12,"$6,201,702.13"
Oppose,"Trump, Donald",$10.56,Google Inc.,Google Adwords,Presidential,2016-10-03,"$83,067.25"
Oppose,"Trump, Donald J",$10.00,Facebook Advertising,Estimated Cost: Digital Advertising,Presidential,2016-04-15,$40.00
Support,"Murphy, Patrick",$8.30,Facebook,Digital Ads,State,2016-10-18,"$294,124.05"
Support,"Cruz, Ted",$7.87,Facebook,Digital Media Production/Placement,Presidential,2016-01-22,"$164,728.53"
Oppose,"Trump, Donald J.",$7.76,Facebook,Internet Advertising,Presidential,2016-10-17,"$190,713.83"
Oppose,"Trump, Donald J.",$7.76,Facebook,Internet Advertising,Presidential,2016-10-17,"$190,713.83"
Support,"Feingold, Russell Dana",$6.80,Facebook,Online Ad,State,2016-10-28,$6.80
Support,"Kemper, Nancy Jo",$5.40,Facebook Inc,facebook ads,State,2016-11-01,"$5,676.45"
Support,"Clinton, Hillary Rodham",$5.37,Facebook Inc,facebook ads,Presidential,2016-11-01,"$3,452.46"
Support,"Clinton, Hillary Rodham / K",$5.24,Facebook,Register to vote,Presidential,2016-09-28,"$2,885.16"
Support,"Mcginty, Katie",$5.24,Facebook,Register,Presidential,2016-09-28,"$2,906.01"
Oppose,"Masto, Catherine",$5.00,TWITTER INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,215,937.89"
Support,"Clinton, Hillary Rodham / K",$4.76,Facebook,Register to vote,Presidential,2016-09-28,"$2,889.92"
Support,"Mcginty, Katie",$4.76,Facebook,Register,Presidential,2016-09-28,"$2,910.77"
Support,"Cortez Masto, Catherine",$3.98,Facebook,Digital Ads,State,2016-10-20,"$473,393.03"
Support,"Murphy, Patrick",$3.26,Facebook,Digital Ads,State,2016-10-20,"$328,752.90"
Support,"Murphy, Patrick",$1.12,Facebook,Digital Ads,State,2016-10-21,"$342,887.87"
Oppose,"Trump, Donald J.",$0.74,Facebook,Internet Advertising,Presidential,2016-08-16,"$1,568.48"
Support,"Cortez Masto, Catherine",$0.66,Facebook,Digital Ads,State,2016-10-18,"$472,423.87"
Support,"Cortez Masto, Catherine",$0.49,Facebook,Digital Ads,State,2016-10-21,"$480,743.28"
Support,"Cortez Masto, Catherine",$0.47,Facebook,Digital Ads,State,2016-10-20,"$473,628.75"
Support,"Murphy, Patrick",$0.31,Facebook,Digital Ads,State,2016-10-21,"$342,888.18"
Oppose,"Masto, Catherine",$0.27,FACEBOOK INC.,MEDIA PLACEMENT - DIGITAL (Estimate),State,,"$2,215,937.89"
Support,"Cortez Masto, Catherine",$0.05,Facebook,Digital Ads,State,2016-10-21,"$480,743.33"
Oppose,"Bayh, Evan",$0.00,Facebook Inc.,Digital Web Ad Placement ('Don't Bayh It'),State,2016-10-17,"$1,009,946.49"
Oppose,"Bayh, Evan",$0.00,Facebook Inc.,Digital Web Ad (Obamacare & Buy Out Banks),State,2016-09-05,"$329,434.47"
Oppose,"Clinton, Hillary Rodham",$0.00,Facebook,video ad,Presidential,2016-10-21,"$154,483.91"
Oppose,"Clinton, Hillary Rodham",$0.00,"Google, Inc.",video ad,Presidential,2016-10-21,"$154,483.91"
Oppose,"Murphy, Patrick E",$0.00,"Google, Inc.",video ad,State,2016-10-21,"$22,774.13"
Oppose,"Murphy, Patrick E",$0.00,Facebook,video ad,State,2016-10-21,"$22,774.13"
